2.639607330322265355e+00,-1.074278284912109349e+01,-1.518522402954101480e+01
2.639607330322265355e+00,-1.074278284912109349e+01,-1.518522402954101480e+01
2.598905902099609033e+00,-1.073679734497070193e+01,-1.522712255859374864e+01
2.637213128662109440e+00,-1.074517705078124941e+01,-1.521754575195312498e+01
2.612074011230468784e+00,-1.073440314331054601e+01,-1.521275734863281137e+01
2.584540692138671769e+00,-1.072961473999023418e+01,-1.522113705444335885e+01
2.584540692138671769e+00,-1.072961473999023418e+01,-1.522113705444335885e+01
2.625242120361328091e+00,-1.072722053833007827e+01,-1.522353125610351476e+01
2.627636322021484006e+00,-1.076193646240234258e+01,-1.519958923950195206e+01
2.600103002929687435e+00,-1.073919154663085962e+01,-1.523909356689452999e+01
2.604891406249999708e+00,-1.073799444580077989e+01,-1.519839213867187411e+01
2.631227624511718766e+00,-1.076552776489257823e+01,-1.518642113037109276e+01
2.631227624511718766e+00,-1.076552776489257823e+01,-1.518642113037109276e+01
2.597708801269531076e+00,-1.076433066406249850e+01,-1.520677184448242159e+01
2.596511700439453119e+00,-1.075834515991210871e+01,-1.519001243286132663e+01
2.634818927001953082e+00,-1.076193646240234258e+01,-1.519360373535156228e+01
2.613271112060546741e+00,-1.074757125244140532e+01,-1.518402692871093684e+01
2.613271112060546741e+00,-1.074757125244140532e+01,-1.518402692871093684e+01
2.622847918701171732e+00,-1.075834515991210871e+01,-1.524867037353515542e+01
2.601300103759765392e+00,-1.076552776489257823e+01,-1.520437764282226389e+01
2.610876910400390383e+00,-1.075595095825195280e+01,-1.522353125610351476e+01
2.613271112060546741e+00,-1.075355675659179688e+01,-1.517445012207031141e+01
2.600103002929687435e+00,-1.074517705078124941e+01,-1.518043562622070297e+01
2.600103002929687435e+00,-1.074517705078124941e+01,-1.518043562622070297e+01
2.584540692138671769e+00,-1.076433066406249850e+01,-1.519240663452148432e+01
2.634818927001953082e+00,-1.073200894165039010e+01,-1.523550226440429611e+01
2.582146490478515410e+00,-1.074158574829101553e+01,-1.523909356689452999e+01
2.604891406249999708e+00,-1.075355675659179688e+01,-1.517804142456054528e+01
2.624045019531249689e+00,-1.074397994995117145e+01,-1.523430516357421816e+01
2.624045019531249689e+00,-1.074397994995117145e+01,-1.523430516357421816e+01
2.609679809570312425e+00,-1.074397994995117145e+01,-1.521395444946288933e+01
2.608482708740234024e+00,-1.075235965576171893e+01,-1.526303558349609268e+01
2.638410229492187398e+00,-1.075235965576171893e+01,-1.522113705444335885e+01
2.607285607910156067e+00,-1.072602343749999854e+01,-1.516487331542968597e+01
2.608482708740234024e+00,-1.076792196655273415e+01,-1.523191096191406224e+01
2.608482708740234024e+00,-1.076792196655273415e+01,-1.523191096191406224e+01
2.621650817871093775e+00,-1.075834515991210871e+01,-1.524029066772460794e+01
2.604891406249999708e+00,-1.072841763916015623e+01,-1.519958923950195206e+01
2.580949389648437453e+00,-1.071884083251953079e+01,-1.520198344116210798e+01
2.610876910400390383e+00,-1.077390747070312393e+01,-1.518642113037109276e+01
2.640804431152343756e+00,-1.075475385742187484e+01,-1.521515155029296729e+01
2.640804431152343756e+00,-1.075475385742187484e+01,-1.521515155029296729e+01
2.583343591308593812e+00,-1.077151326904296802e+01,-1.520677184448242159e+01
2.618059515380859015e+00,-1.073081184082031214e+01,-1.521634865112304524e+01
2.588131994628906085e+00,-1.077749877319335958e+01,-1.523191096191406224e+01
2.584540692138671769e+00,-1.075475385742187484e+01,-1.524627617187499951e+01
2.626439221191406048e+00,-1.074278284912109349e+01,-1.521874285278320293e+01
2.626439221191406048e+00,-1.074278284912109349e+01,-1.521874285278320293e+01
