2.568994462490081787e-02,0.000000000000000000e+00,7.802608013153076172e+00,4.100000000000000000e+01,1.000000000000000000e+00
1.409766376018524170e-01,0.000000000000000000e+00,1.955901947021484375e+02,2.490000000000000000e+02,1.000000000000000000e+00
1.500224769115447998e-01,0.000000000000000000e+00,2.261947784423828125e+02,2.700000000000000000e+02,1.000000000000000000e+00
1.580312699079513550e-01,0.000000000000000000e+00,2.550000000000000000e+02,2.910000000000000000e+02,1.000000000000000000e+00
1.661194413900375366e-01,0.000000000000000000e+00,2.550000000000000000e+02,3.120000000000000000e+02,1.000000000000000000e+00
1.711814999580383301e-01,0.000000000000000000e+00,2.550000000000000000e+02,3.270000000000000000e+02,1.000000000000000000e+00
1.790493577718734741e-01,0.000000000000000000e+00,2.550000000000000000e+02,3.540000000000000000e+02,1.000000000000000000e+00
1.830484569072723389e-01,0.000000000000000000e+00,2.550000000000000000e+02,3.690000000000000000e+02,1.000000000000000000e+00
1.879625767469406128e-01,0.000000000000000000e+00,2.550000000000000000e+02,3.890000000000000000e+02,1.000000000000000000e+00
1.920589059591293335e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.100000000000000000e+02,1.000000000000000000e+00
1.944741308689117432e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.260000000000000000e+02,1.000000000000000000e+00
1.966891586780548096e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.420000000000000000e+02,1.000000000000000000e+00
1.989262253046035767e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.670000000000000000e+02,1.000000000000000000e+00
1.997148692607879639e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.830000000000000000e+02,1.000000000000000000e+00
1.999960541725158691e-01,0.000000000000000000e+00,2.550000000000000000e+02,4.990000000000000000e+02,1.000000000000000000e+00
1.996437758207321167e-01,0.000000000000000000e+00,2.550000000000000000e+02,5.190000000000000000e+02,1.000000000000000000e+00
1.984228342771530151e-01,0.000000000000000000e+00,2.550000000000000000e+02,5.400000000000000000e+02,1.000000000000000000e+00
1.964573115110397339e-01,0.000000000000000000e+00,2.550000000000000000e+02,5.610000000000000000e+02,1.000000000000000000e+00
1.941765993833541870e-01,0.000000000000000000e+00,2.550000000000000000e+02,5.770000000000000000e+02,1.000000000000000000e+00
1.917041093111038208e-01,0.000000000000000000e+00,2.550000000000000000e+02,5.920000000000000000e+02,1.000000000000000000e+00
1.885978132486343384e-01,0.000000000000000000e+00,2.550000000000000000e+02,6.080000000000000000e+02,1.000000000000000000e+00
1.852528154850006104e-01,0.000000000000000000e+00,2.550000000000000000e+02,6.240000000000000000e+02,1.000000000000000000e+00
1.782008856534957886e-01,0.000000000000000000e+00,2.550000000000000000e+02,6.500000000000000000e+02,1.000000000000000000e+00
