1.312255859375000000e-02,-2.929687500000000000e-03,-4.038696289062500000e-01,-1.039420788645867333e+01,6.499624212050078143e+01,1.414879378377607395e+02,1.611138816792814970e+09
1.385498046875000000e-02,-3.234863281250000000e-03,-4.396972656250000000e-01,-1.034772374656877325e+01,6.465299688246598464e+01,1.411846785009815619e+02,1.611138816813296080e+09
1.464843750000000000e-02,-3.234863281250000000e-03,-4.660644531250000000e-01,-1.030476034444559374e+01,6.431519598717110853e+01,1.409349095724508061e+02,1.611138816833050013e+09
1.525878906250000000e-02,-3.234863281250000000e-03,-4.853515625000000000e-01,-1.025299267530733971e+01,6.397452808220155873e+01,1.406935968701249067e+02,1.611138816852888107e+09
1.574707031250000000e-02,-3.295898437500000000e-03,-5.000000000000000000e-01,-1.020249328156572055e+01,6.364152313394800586e+01,1.404671031551893350e+02,1.611138816882963896e+09
1.623535156250000000e-02,-3.479003906250000000e-03,-5.096435546875000000e-01,-1.014960237386856789e+01,6.330825487140145924e+01,1.402439019606916020e+02,1.611138816903336048e+09
1.635742187500000000e-02,-3.417968750000000000e-03,-5.166625976562500000e-01,-1.009960998830234580e+01,6.296687401876940271e+01,1.400404575205093352e+02,1.611138816923516035e+09
1.666259765625000000e-02,-3.662109375000000000e-03,-5.225830078125000000e-01,-1.004194270639712627e+01,6.263316964603572501e+01,1.398229284119108797e+02,1.611138816943907022e+09
1.660156250000000000e-02,-3.417968750000000000e-03,-5.266113281250000000e-01,-9.982378352383687314e+00,6.229695332983211387e+01,1.396202958018766935e+02,1.611138816964127064e+09
1.708984375000000000e-02,-3.295898437500000000e-03,-5.296630859375000000e-01,-9.915174946055726579e+00,6.196845002514600509e+01,1.394040882867759308e+02,1.611138816984802961e+09
1.733398437500000000e-02,-3.051757812500000000e-03,-5.315551757812500000e-01,-9.849783437774680905e+00,6.164779107312313045e+01,1.392005269098318081e+02,1.611138817004888058e+09
1.733398437500000000e-02,-2.868652343750000000e-03,-5.332641601562500000e-01,-9.781461017424410542e+00,6.132162546934248581e+01,1.390089404448839900e+02,1.611138817025173903e+09
1.733398437500000000e-02,-3.234863281250000000e-03,-5.340576171875000000e-01,-9.714343933655666063e+00,6.099319154713224123e+01,1.388071172861489799e+02,1.611138817045142889e+09
1.715087890625000000e-02,-3.051757812500000000e-03,-5.354003906250000000e-01,-9.636666126161262724e+00,6.067227733873219364e+01,1.386158273441066058e+02,1.611138817065691948e+09
1.727294921875000000e-02,-3.051757812500000000e-03,-5.361938476562500000e-01,-9.562665266984151202e+00,6.034875481923648266e+01,1.384314941299045927e+02,1.611138817086220026e+09
1.770019531250000000e-02,-2.990722656250000000e-03,-5.367431640625000000e-01,-9.489840376239575548e+00,6.002309050216126707e+01,1.382369160275717661e+02,1.611138817107322931e+09
1.745605468750000000e-02,-2.990722656250000000e-03,-5.371704101562500000e-01,-9.412498024704138544e+00,5.970240730165500054e+01,1.380574404105992130e+02,1.611138817127239943e+09
1.745605468750000000e-02,-3.173828125000000000e-03,-5.373535156250000000e-01,-9.332947299697261556e+00,5.938168834965146914e+01,1.378792144088592693e+02,1.611138817147013903e+09
1.739501953125000000e-02,-3.417968750000000000e-03,-5.375976562500000000e-01,-9.253821296733971025e+00,5.906050871619969911e+01,1.377183001660671096e+02,1.611138817166651964e+09
1.763916015625000000e-02,-3.417968750000000000e-03,-5.374145507812500000e-01,-9.167481260124455744e+00,5.874729134497644623e+01,1.375446293624533212e+02,1.611138817186180115e+09
1.794433593750000000e-02,-3.356933593750000000e-03,-5.369873046875000000e-01,-9.080205483309400805e+00,5.843698623965124028e+01,1.373739123378983891e+02,1.611138817205584049e+09
1.788330078125000000e-02,-3.356933593750000000e-03,-5.372924804687500000e-01,-8.994352325814718441e+00,5.812207982756335412e+01,1.372035302924458335e+02,1.611138817224796057e+09
1.800537109375000000e-02,-3.295898437500000000e-03,-5.373535156250000000e-01,-8.902898133919604717e+00,5.781183951456489467e+01,1.370346460538952442e+02,1.611138817244132042e+09
1.770019531250000000e-02,-3.479003906250000000e-03,-5.373535156250000000e-01,-8.810551308884724264e+00,5.750452701926998600e+01,1.368684838333629727e+02,1.611138817263401985e+09
1.745605468750000000e-02,-3.356933593750000000e-03,-5.379638671875000000e-01,-8.724383947572462716e+00,5.718736900086138775e+01,1.367047307720075651e+02,1.611138817282609940e+09
1.739501953125000000e-02,-3.356933593750000000e-03,-5.382690429687500000e-01,-8.634074250986977006e+00,5.687503698804898278e+01,1.365541502119945392e+02,1.611138817301836014e+09
1.782226562500000000e-02,-3.479003906250000000e-03,-5.377807617187500000e-01,-8.533572912483769812e+00,5.657266306427469971e+01,1.364024118548524314e+02,1.611138817321077108e+09
1.745605468750000000e-02,-3.417968750000000000e-03,-5.377197265625000000e-01,-8.434269798725916090e+00,5.626851403372591420e+01,1.362404817343804098e+02,1.611138817340266943e+09
1.739501953125000000e-02,-3.112792968750000000e-03,-5.374145507812500000e-01,-8.335868043369162095e+00,5.596390889042780259e+01,1.360935890930603875e+02,1.611138817361093998e+09
1.739501953125000000e-02,-3.295898437500000000e-03,-5.375366210937500000e-01,-8.240962910425688293e+00,5.566607876491748641e+01,1.359304575771613202e+02,1.611138817380315065e+09
1.745605468750000000e-02,-3.417968750000000000e-03,-5.372924804687500000e-01,-8.141051110061830798e+00,5.536731998801837307e+01,1.357878313159917241e+02,1.611138817399518013e+09
1.751708984375000000e-02,-3.662109375000000000e-03,-5.374145507812500000e-01,-8.047198218109011592e+00,5.506172682830131038e+01,1.356368398202481558e+02,1.611138817418720961e+09
1.745605468750000000e-02,-3.845214843750000000e-03,-5.374755859375000000e-01,-7.943464989016270295e+00,5.476322182340538802e+01,1.354944502791221623e+02,1.611138817437915087e+09
1.782226562500000000e-02,-3.784179687500000000e-03,-5.372314453125000000e-01,-7.830611419317738964e+00,5.446446684642963021e+01,1.353466963742651501e+02,1.611138817458769083e+09
1.757812500000000000e-02,-3.173828125000000000e-03,-5.376586914062500000e-01,-7.725533124515647998e+00,5.417473051192577316e+01,1.351989251237083920e+02,1.611138817478087902e+09
1.763916015625000000e-02,-3.356933593750000000e-03,-5.374145507812500000e-01,-7.616185989361142994e+00,5.387668593125861349e+01,1.350568124085789918e+02,1.611138817502799988e+09
1.763916015625000000e-02,-3.417968750000000000e-03,-5.377197265625000000e-01,-7.504466357239139462e+00,5.358898277389783260e+01,1.349193449356188523e+02,1.611138817522183895e+09
1.763916015625000000e-02,-3.540039062500000000e-03,-5.380249023437500000e-01,-7.398707797441907097e+00,5.329165573616435836e+01,1.347823909459886806e+02,1.611138817541397095e+09
1.776123046875000000e-02,-3.356933593750000000e-03,-5.378417968750000000e-01,-7.292038128999076108e+00,5.301041734959281371e+01,1.346428500340873597e+02,1.611138817562088013e+09
1.745605468750000000e-02,-3.417968750000000000e-03,-5.380249023437500000e-01,-7.176217546273240266e+00,5.272596150465254539e+01,1.345070776702336843e+02,1.611138817581332922e+09
1.745605468750000000e-02,-3.540039062500000000e-03,-5.380859375000000000e-01,-7.066274374400878244e+00,5.243192627128883032e+01,1.343715180925760251e+02,1.611138817600534916e+09
1.763916015625000000e-02,-3.540039062500000000e-03,-5.379638671875000000e-01,-6.946961819482673661e+00,5.214786396177271399e+01,1.342355085694419188e+02,1.611138817619740963e+09
1.776123046875000000e-02,-3.662109375000000000e-03,-5.377197265625000000e-01,-6.831760356299532155e+00,5.187171829249579957e+01,1.341072476407756540e+02,1.611138817638945103e+09
