0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.580102804662601203e-04,-2.627739846328040556e-04,-9.326183508008754029e-04,1.627465091011847258e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.248629826761316191e-04,-5.521225948265054851e-04,-1.199080736743982599e-03,1.627465091085867882e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.749253286747260919e-04,-7.633821629977319062e-04,-9.326183508008754029e-04,1.627465091153120756e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.073508813540683678e-04,-9.810965881304582747e-04,-5.329247718862145005e-04,1.627465091218922138e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.899101744005747609e-04,-1.036136116828129203e-03,-1.065849543772429001e-03,1.627465091284748077e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.229017066687083590e-03,-9.891828548192278976e-04,-5.329247718862145005e-04,1.627465091351745605e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.412447913016512705e-03,-1.050326470262371008e-03,-2.664623859431071960e-04,1.627465091414050341e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.551044960009312400e-03,-1.197076284725335366e-03,-1.465543122687089795e-03,1.627465091475747108e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.687251546510378690e-03,-1.304390564998902805e-03,-9.326183508008754029e-04,1.627465091540839195e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.880570174258900740e-03,-1.433269650164584099e-03,-1.732005508630196991e-03,1.627465091599836826e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.159811807324876851e-03,-1.618061907340597686e-03,-9.326183508008754029e-04,1.627465091661504984e+09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.265112084319844191e-03,-1.989709943793422850e-03,-1.332311929715536197e-03,1.627465091725162029e+09
0.000000000000000000e+00,1.660000000000000087e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.164986738302832319e-03,-2.217773231943283296e-03,-2.664623859431071960e-04,1.627465091787729740e+09
0.000000000000000000e+00,2.129999999999999949e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.283819068078446392e-03,-2.514854056382318914e-03,-1.598774315658643610e-03,1.627465091859711409e+09
0.000000000000000000e+00,2.690000000000000169e-01,0.000000000000000000e+00,-7.561196807907517858e-03,1.706872277629453150e-01,5.040797871938345470e-02,-1.280555743090371632e-03,-5.969639860978349921e-03,-1.028544809740394028e-01,1.627465091931111574e+09
0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.512238616523452206e-02,1.313969563280230068e-01,-1.008159077682301563e-01,1.860835567910544682e-03,-1.836858896695776032e-03,-8.580088827368052840e-02,1.627465092001342058e+09
0.000000000000000000e+00,3.079999999999999960e-01,0.000000000000000000e+00,7.685144665478468862e-03,1.970954409446158961e-01,-5.123429776985646139e-02,3.656834586427430787e-03,9.765381736241397770e-03,-5.768910655668271770e-02,1.627465092070823431e+09
0.000000000000000000e+00,3.240000000000000102e-01,0.000000000000000000e+00,1.524634147338599366e-02,2.630086115477684450e-01,-1.016422764892399577e-01,9.030240999505626844e-04,1.199875482423231124e-02,-1.378942847255580084e-01,1.627465092139698744e+09
0.000000000000000000e+00,3.240000000000000102e-01,0.000000000000000000e+00,7.685144665478468862e-03,2.761053729944634716e-01,-5.123429776985646139e-02,3.441307837214844546e-03,1.066302840605349092e-02,3.090963676940043994e-02,1.627465092208315849e+09
0.000000000000000000e+00,2.530000000000000027e-01,0.000000000000000000e+00,-7.561196807907510919e-03,3.025135861761340528e-01,5.040797871938340613e-02,9.966678459879765861e-03,1.567789656976819809e-02,-6.794790841549235016e-03,1.627465092272473335e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.894168247294390262e-01,0.000000000000000000e+00,1.230887650898511952e-02,1.713648560756846420e-02,-5.569063866210941655e-02,1.627465092335194111e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,-2.280753828129350458e-02,2.761053729944634716e-01,1.520502552086233639e-01,1.139058305901635010e-02,1.078617058582676674e-02,-1.811944224413129453e-02,1.627465092400152206e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,3.036873012214734435e-02,2.630086201512102928e-01,-2.024582008143156475e-01,1.076710469763638399e-02,6.494225994907901027e-03,-1.991806334924726973e-01,1.627465092464002371e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,1.524634147338599366e-02,2.630086115477684450e-01,-1.016422764892399577e-01,1.003689900386670747e-02,-1.061990935647919021e-03,-1.380275159185295752e-01,1.627465092527494669e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,2.280753331423983343e-02,2.232889552345641015e-01,-1.520502220949322414e-01,7.247260293827273436e-03,-1.806755591260299351e-03,1.272357892878337171e-01,1.627465092594388962e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,-1.512238864876136457e-02,2.366004069695396561e-01,1.008159243250757731e-01,9.271508260400875695e-03,6.181028292251719222e-03,-1.348299672872122767e-01,1.627465092661993742e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,1.524634147338599366e-02,2.630086115477684450e-01,-1.016422764892399577e-01,1.258987498994756232e-02,7.991418022780269123e-03,-6.221896711771553873e-02,1.627465092731928349e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,-1.512238864876136457e-02,2.366004069695396561e-01,1.008159243250757731e-01,1.438145170650168003e-02,8.692298584421220831e-03,-8.913166809796937984e-02,1.627465092797732830e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,7.561191840853839774e-03,2.235036455228446295e-01,-5.040794560569226979e-02,1.744019638866593086e-02,1.667329282377613339e-02,9.339506627305910191e-02,1.627465092865416527e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.104068926795914785e-01,0.000000000000000000e+00,1.894070532139230031e-02,9.792807885756336927e-03,-6.661559648577680985e-04,1.627465092930215836e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.366003983660978083e-01,0.000000000000000000e+00,1.995806110381453599e-02,2.284879941058898419e-03,-8.167072129156237315e-02,1.627465092989936113e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,-7.561191840853839774e-03,2.235036455228446295e-01,5.040794560569226979e-02,2.006513392631531154e-02,-1.360251364076245969e-03,2.957732483968490700e-02,1.627465093054118395e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,7.561196807907524797e-03,2.496971598127928349e-01,-5.040797871938350327e-02,1.888647179358157735e-02,-1.144650764746983976e-02,-1.905206059493216864e-02,1.627465093114598989e+09
0.000000000000000000e+00,2.449999999999999956e-01,0.000000000000000000e+00,-7.561196807907524797e-03,2.496971598127928349e-01,5.040797871938350327e-02,1.862689626820501071e-02,-1.549758797793692432e-02,-1.159111378852516472e-01,1.627465093175042868e+09
0.000000000000000000e+00,2.770000000000000240e-01,0.000000000000000000e+00,-7.561191840853839774e-03,2.235036455228446295e-01,5.040794560569226979e-02,1.922576577283033675e-02,-1.148354373071851578e-02,1.406921397779606342e-01,1.627465093238765478e+09
0.000000000000000000e+00,2.770000000000000240e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.366003983660978083e-01,0.000000000000000000e+00,1.853169540494417622e-02,-9.416100081695908883e-03,3.543949733043327138e-02,1.627465093298836231e+09
0.000000000000000000e+00,2.770000000000000240e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.627939212594878615e-01,0.000000000000000000e+00,1.984516575259766963e-02,-1.306072963415426391e-02,-1.732005508630197338e-02,1.627465093361758709e+09
0.000000000000000000e+00,2.849999999999999756e-01,0.000000000000000000e+00,1.524634147338599366e-02,2.630086115477684450e-01,-1.016422764892399577e-01,2.155242518656450001e-02,-1.113435668994570277e-02,3.996935789146608374e-03,1.627465093424517632e+09
0.000000000000000000e+00,2.849999999999999756e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.627939212594878615e-01,0.000000000000000000e+00,2.231133510066064807e-02,-7.872236064432941091e-03,-1.903873747563501473e-01,1.627465093494571924e+09
0.000000000000000000e+00,2.849999999999999756e-01,0.000000000000000000e+00,7.685144665478468862e-03,2.761053729944634716e-01,-5.123429776985646139e-02,2.412303829297451907e-02,-1.105338513873138639e-02,9.765846444814881011e-02,1.627465093559164762e+09
